id,category,url,name,description,price,dimensions,materials
NAMPS0764,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/black-hearts-ring-set/NAMPS0764.html,Black Hearts Ring Set,"The Black Hearts Ring Set combines romance and edge. Featuring the Elevated Black Heart Ring with pavé details and the bold Pandora ME Black Chakra Heart Ring, it’s a statement of love, power, and individuality.",$150.00,,
PSG487,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/sparkling-bow-double-row-ring-set/PSG487.html,Sparkling Bow Double Row Ring Set,"Add a touch of elegance to your look with the Sparkling Bow Collection from Pandora. Featuring delicate bows adorned with shimmering cubic zirconia, both the Sparkling Bow Double Row Ring and the Sparkling Bow Stud Earri",$173.00,,
NAMPS0124,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/heart-of-rose-princess-wishbone-stacking-ring-set/NAMPS0124.html,Heart of Rose Princess Wishbone Stacking Ring Set,You already have the heart of gold. With this fantastic stackable ring set you'll have a sparkling cubic zirconia heart in a rose gold-plated setting too. This set is sure to dazzle with any look.,$250.00,,
NAMPS0420,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/sparkling-red-heart-ring-set/NAMPS0420.html,Sparkling Red Heart Ring Set,"For the one who lights up the room, give a timeless gift they'll treasure forever. Vibrant red color adds a romantic touch to these sparkling stones, making this necklace, stud earring and ring set the perfect gift for y",$271.00,,
NAMPS0802,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/rose-gold-heart-to-heart-set/NAMPS0802.html,Rose Gold Heart to Heart Set,"The Rose Gold Heart to Heart Set includes the Pink Elevated Heart Stud Earrings, Heart Collier Necklace, and Sparkling Elevated Heart Ring, each featuring pink stones and pavé accents for a romantic, vibrant look.",$425.00,,
163651C01,rings,https://us.pandora.net/en/rings/statement-rings/disney-princess-rapunzel-tiara-ring/163651C01.html,Disney Princess Rapunzel Tiara Ring,"Be brave, like Disney's Rapunzel. Our Disney Princess Rapunzel Tiara Ring captures the essence of adventure with its enchanting design. Crafted from warm 14k gold plating, it features three light purple pear-shaped stone",$128.00,,"['Cubic zirconia', 'Man-made crystal', '14k gold plating']"
PSG2543,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/pave-cuban-chain-jewelry-set/PSG2543.html,Pavé Cuban Chain Jewelry Set,"Radiance wrapped up. Our pavé Cuban chain duo features a matching ring and bracelet, each crafted in 14k gold plating and set with sparkling cubic zirconia stones.",$560.00,,
NAMPS8132,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/pink-heart-to-hearts-ring-set/NAMPS8132.html,Pink Heart to Hearts Ring Set,Add love to your ring stack with two sterling silver rings that share heart motifs and pink hues – the Band of Pink Hearts Ring and the Elevated Pink Heart Ring. Perfect paired together or stacked with more.,,,
NAMPS0740,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/embracing-halo-jewelry-set/NAMPS0740.html,Embracing Halo Jewelry Set,"The Embracing Halo Jewelry Set symbolizes the bond between two souls. Featuring sterling silver with round and oval stones, pavé halos, and adjustable details, it’s a timeless celebration of love and connection.",,,
163100C01,rings,https://us.pandora.net/en/rings/promise-rings/double-band-heart-ring/163100C01.html,Double Band Heart Ring,Love boldly with the Double Band Heart Ring. This 14k gold-plated ring features a unique design with two bands connected in several places: one plain polished band and one with pavé on the front half. At the center is a,$135.00,,"['Cubic zirconia', '14k gold plating']"
164395C01,rings,https://us.pandora.net/en/rings/statement-rings/bridgerton-herbarium-bee-ring/164395C01.html,Bridgerton Herbarium & Bee Ring,"Romanticize your life with our Bridgerton-inspired ring. Combining sterling silver and 14k gold plating, it features orchid purple crystals and a sparkling bee as a nod to Regency romance.",$205.00,"2.8mm deep, 10mm high","['Cubic zirconia', 'Man-made crystal', 'Sterling silver', '14k gold plating']"
163984C01,rings,https://us.pandora.net/en/rings/statement-rings/disney-beauty-and-the-beast-enchanted-rose-ring/163984C01.html,Disney Beauty and the Beast Enchanted Rose Ring,"Add an enchanting touch to your look with our Disney's Beauty and the Beast ring. Crafted in 14k gold plating, it features a Murano glass rose with sparkling stones and thorn details along the band.",$128.00,,"['Cubic zirconia', '14k gold plating', 'MURANO GLASS']"
NAMPS0737,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/pink-hearts-jewelry-set/NAMPS0737.html,Pink Hearts Jewelry Set,"The Pink Hearts Jewelry Set radiates love. Featuring a sterling silver necklace with a pink heart pendant, matching stud earrings, and a pavé-detailed ring, it’s the perfect reminder to share love.",$284.00,,
193510C01,jewelry,https://us.pandora.net/en/jewelry/best-sellers/sparkling-pink-bow-ring/193510C01.html,Sparkling Pink Bow Ring,"The Sparkling Pink Bow Ring in sterling silver features two heart-cut fancy pink cubic zirconia clear cubic zirconia and a pavé-adorned band. This unique bow motif ring embodies festive light and charm, perfect for any o",$88.00,"3.6mm deep, 4.1mm high, 9.1mm wide","['Cubic zirconia', 'Sterling silver']"
193659C01,rings,https://us.pandora.net/en/rings/statement-rings/sparkling-halo-hearts-ring/193659C01.html,Sparkling Halo Hearts Ring,"An eye-catching statement of love. This ring showcases two heart-cut clear cubic zirconia stones, connected by a halo of shimmering pavé. Crafted in sterling silver, the top half of the band is adorned with more sparklin",$128.00,"4.8mm deep, 10.4mm high, 16.2mm wide","['Cubic zirconia', 'Sterling silver']"
198421C01,rings,https://us.pandora.net/en/rings/promise-rings/elevated-heart-ring/198421C01.html,Elevated Heart Ring,Celebrate the spirit of love with an eye-catching ring that is both elegant and sophisticated. The elevated cubic zirconia setting on this sterling silver ring enhances each stone’s natural brilliance and sparkle to symb,$98.00,,"['Cubic zirconia', 'Sterling silver']"
NAMPS0466,gifts,https://us.pandora.net/en/gifts/featured-gifting/gift-sets/tear-shaped-tiara-ring-set/NAMPS0466.html,Tear-shaped Tiara Ring Set,"Trending on TikTok, this sparkling ring set is inspired by a princess.",$176.00,,
198421C02,rings,https://us.pandora.net/en/rings/statement-rings/elevated-red-heart-ring/198421C02.html,Elevated Red Heart Ring,"Add a dash of love to your look. In this sterling silver ring, a heart-shaped red stone takes center stage, raised slightly for extra impact. A cubic zirconia halo and sparkling pavé on the front half of the band make th",$98.00,,"['Cubic zirconia', 'Man-made crystal', 'Sterling silver']"
